Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:45,2022-01-17 08:56:46,0.432s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_MemberManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:46,2022-01-17 08:56:46,0.481s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a__WithdrawMemberList""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:46,2022-01-17 08:56:47,0.641s,PASSED
,,,,,,,
Test Cases/Dormant Member List,Chrome 97.0.4692.71,,,2022-01-17 08:56:47,2022-01-17 08:56:50,3.038s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:48,2022-01-17 08:56:49,0.543s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_MemberManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:49,2022-01-17 08:56:49,0.594s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a__DormantMemberList""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:49,2022-01-17 08:56:50,0.755s,PASSED
,,,,,,,
Test Cases/Membership Level Management,Chrome 97.0.4692.71,,,2022-01-17 08:56:50,2022-01-17 08:56:53,2.925s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:51,2022-01-17 08:56:52,0.489s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_MemberManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:52,2022-01-17 08:56:52,0.476s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a__MembershipLevelManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:52,2022-01-17 08:56:53,0.884s,PASSED
,,,,,,,
Test Cases/Manage Reserve Settings,Chrome 97.0.4692.71,,,2022-01-17 08:56:53,2022-01-17 08:56:56,3.016s,PASSED
"click(findTestObject(""Object Repository/Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:54,2022-01-17 08:56:55,0.499s,PASSED
"click(findTestObject(""Object Repository/Page_shopby-pro-admin/span_PointManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:55,2022-01-17 08:56:55,0.497s,PASSED
"click(findTestObject(""Object Repository/Page_shopby-pro-admin/a__ManageReserveSetting""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:55,2022-01-17 08:56:56,1.000s,PASSED
,,,,,,,
Test Cases/Mail Management,Chrome 97.0.4692.71,,,2022-01-17 08:56:56,2022-01-17 08:56:59,3.022s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:57,2022-01-17 08:56:57,0.398s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span__MailManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:57,2022-01-17 08:56:58,0.738s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a__MailManagement""))",Chrome 97.0.4692.71,,,2022-01-17 08:56:58,2022-01-17 08:56:59,1.008s,PASSED
