Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_shopby-pro-admin/a__MailManagement""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:10,2022-01-17 09:06:11,0.923s,PASSED
,,,,,,,
Test Cases/SMS Management,Chrome 97.0.4692.71,,,2022-01-17 09:06:11,2022-01-17 09:06:14,2.748s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:12,2022-01-17 09:06:12,0.447s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_SMSManagement""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:12,2022-01-17 09:06:13,0.753s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_SMSManagement""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:13,2022-01-17 09:06:14,0.811s,PASSED
,,,,,,,
Test Cases/080 Rejection Management,Chrome 97.0.4692.71,,,2022-01-17 09:06:14,2022-01-17 09:06:16,2.694s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:14,2022-01-17 09:06:15,0.395s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_SMSManagement""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:15,2022-01-17 09:06:16,0.702s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/a_080RejectionManagement""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:16,2022-01-17 09:06:16,0.888s,PASSED
,,,,,,,
Test Cases/Notification Talk Management,Chrome 97.0.4692.71,,,2022-01-17 09:06:21,2022-01-17 09:06:22,1.086s,FAILED
"click(findTestObject(""Page_shopby-pro-admin/a_Member""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:21,2022-01-17 09:06:21,0.430s,PASSED
"click(findTestObject(""Page_shopby-pro-admin/span_KakaoNotificationTalkManagement""))",Chrome 97.0.4692.71,,,2022-01-17 09:06:21,2022-01-17 09:06:22,0.639s,FAILED
